MESSENGER_TEAM	Team
MAP_MONKEY_DUNGEON2	Jungsun Dong
MAP_MONKEY_DUNGEON3	Sangsun Dong
MAP_MONKEY_DUNGEON_11	Hasun Dong
MAP_MONKEY_DUNGEON_12	Hasun Dong
MAP_MONKEY_DUNGEON_13	Hasun Dong
MAP_MT_THUNDER	Gromiste Góry
MAP_MT_TH_DUNGEON_01	Œwi¹tynia Ochao
MAP_NUSLUCK	Kraina Gigantów
MAP_NUSLUCK01	Kraina Gigantów
MAP_N_DESERT_01	Pustynia Yongbi
MAP_N_DESERT_02	
MAP_N_FLAME_01	Ognista Ziemia
MAP_N_FLAME_02	
MAP_N_FLAME_DRAGON	Schronienie Meley
MAP_N_FLAME_DUNGEON_01	Twierdza Czerwonego Smoka
MAP_N_SNOWM_01	Góra Sohan
MAP_N_SNOWM_02	
MAP_N_SNOW_DUNGEON_01	Stra¿nica Nemere
MAP_N_THREEWAY	Dolina Seungryong
MAP_OXEVENT	Konkurs OX
MAP_PATHWAY_DESERT_01	Wojna Królestw - Pustynna Kraina
MAP_PATHWAY_DESERT_02	Wojna Królestw - Pustynna Kraina
MAP_PATHWAY_DESERT_03	Wojna Królestw - Pustynna Kraina
MAP_PATHWAY_FLAME_01	Wojna Królestw - Ognista Ziemia
MAP_PATHWAY_FLAME_02	Wojna Królestw - Ognista Ziemia
MAP_PATHWAY_FLAME_03	Wojna Królestw - Ognista Ziemia
MAP_PATHWAY_ICE_01	Wojna Królestw - Lodowa Ziemia
MAP_PATHWAY_ICE_02	Plac Zabaw
MAP_PATHWAY_ICE_03	Wojna Królestw - Lodowa Ziemia
MAP_PRIVATE_SHOP_MAP	Bazar
MAP_SKELTOWER	Wie¿a Gumsan
MAP_SKIPIA_DUNGEON_01	Grota Wygnañców
MAP_SKIPIA_DUNGEON_011	
MAP_SKIPIA_DUNGEON_012	
MAP_SKIPIA_DUNGEON_013	
MAP_SKIPIA_DUNGEON_02	Grota Wygnañców
MAP_SKIPIA_DUNGEON_021	
MAP_SKIPIA_DUNGEON_022	
MAP_SKIPIA_DUNGEON_023	
MAP_SKIPIA_DUNGEON_BOSS	Œwi¹tynia Smoka
MAP_SKIPIA_DUNGEON_BOSS_1	Loch Paj¹ków 1
MAP_SKIPIA_DUNGEON_BOSS_2	Loch Paj¹ków 2
MAP_SKIPIA_DUNGEON_BOSS_3	Loch Paj¹ków 3
MAP_SNAKE_TEMPLE_1	1. poziom Œwi¹tyni Wê¿y
MAP_SNAKE_TEMPLE_2	Œwi¹tynia Wê¿y
MAP_SNAKE_VALLEY	Prze³êcz Yilad
MAP_SNOW	Góra Sohan
MAP_SPIDER	Kuahlo Dong
MAP_SPIDERDUNGEON	Loch Paj¹ków 1
MAP_SPIDERDUNGEON_02	Loch Paj¹ków 2
MAP_SPIDERDUNGEON_02_1	Loch Paj¹ków 2
MAP_SPIDERDUNGEON_03	Loch Paj¹ków 3
MAP_SUNGMAHEE_TOWER_DUNGEON	Piekielna Wie¿a Sunga Mahi
MAP_SUNGMAHEE_TOWER_WAIT	Wejœcie
MAP_SUNGZI	Wojna Królestw
MAP_SUNGZI_DESERT_01	Wojna Królestw - Pustynny Kraj
MAP_SUNGZI_DESERT_HILL_01	Wojna Królestw - Pustynny Kraj
MAP_SUNGZI_DESERT_HILL_02	Wojna Królestw - Pustynny Kraj
MAP_SUNGZI_DESERT_HILL_03	Wojna Królestw - Pustynny Kraj
MAP_SUNGZI_FLAME_HILL_01	Wojna Królestw - Ognista Ziemia
MAP_SUNGZI_FLAME_HILL_02	Wojna Królestw - Ognista Ziemia
MAP_SUNGZI_FLAME_HILL_03	Wojna Królestw - Ognista Ziemia
MAP_SUNGZI_SNOW	Wojna Królestw - Lodowa Ziemia
MAP_SUNGZI_SNOW_PASS01	Wojna Królestw - Lodowa Ziemia
MAP_SUNGZI_SNOW_PASS02	Wojna Królestw - Lodowa Ziemia
MAP_SUNGZI_SNOW_PASS03	Wojna Królestw - Lodowa Ziemia
MAP_T1	Obszar Wojny Gildii
MAP_T2	Obszar Wojny Gildii
MAP_T3	Obszar Wojny Gildii
MAP_T4	Obszar Wojny Gildii
MAP_TEMPLE	Œwi¹tynia Hwang
MAP_THUNDER	Gromiste Góry
MAP_TREE	Lungsam
MAP_TRENT	Las Duchów
MAP_TRENT02	Czerwony Las
MAP_TRENT02_A	Czerwony Las
MAP_TRENT_A	
MAP_WEDDING_01	Mapa Wesela
MAP_WHITE_DRAGON_CAVE_01	Schronienie Pó³nocnego Wiatru
MAP_WHITE_DRAGON_CAVE_02	Zejœcie Pó³nocnego Wiatru
MAP_WHITE_DRAGON_CAVE_BOSS	G³êbie Pó³nocnego Wiatru
MAP_WHITE_DRAGON_VALLEY	Rozpadlina Dusz
MAP_WL	Wê¿owe Pole
MAP_WL_01	Wê¿owe Pole
MC_ACCUMULATION_COUNT	Zebrane karty potwora: %d
MC_ACHIEV_NAME	%s (%d)
MC_ACHIEV_REGIST_ABLE	Spe³niasz wymagania do osi¹gniêcia %s (iloœci gwiazdek: %d)
MC_ACHIEV_REGIST_FAIL	Chwilowo nie mo¿esz ubiegaæ siê o osi¹gniêcie.
MC_ACHIEV_REGIST_FAIL_CHECK_COUNT	Nie mo¿esz ubiegaæ siê o osi¹gniêcie. Zamknij okno i spróbuj ponownie!
MC_ACHIEV_REGIST_QUESTION_1	Czy chcesz ubiegaæ siê o osi¹gniêcie %s? Potrzebujesz do tego %d kart danego potwora.
MC_ACHIEV_REGIST_QUESTION_2	Twojego wyboru nie mo¿na cofn¹æ. Chcesz kontynuowaæ?
MC_ACHIEV_SHOW_APPLYS	Poka¿ status
MC_ACHIEV_SHOW_MONSTER	Poka¿ obrazek
MC_ALTER_TEXT	Poziom misji %d
MC_CARD_FALL_SHORT	Za ma³o zarejestrowanych kart.
MC_CARD_SHUFFLE	Czy chcesz przetestowaæ karty?
MC_INIT_ITEM_FALL_SHORT	Potrzebujesz %d kart(y) resetu.
MC_MISSION_FAIL_MSG	Brak aktywnych misji lub limit przekroczony.
MC_MISSION_INIT	Czy chcesz zresetowaæ misjê do poziomu 1?
MC_MISSION_NO_CLEAR	Najpierw musisz zakoñczyæ misjê.
MC_MOTION_BUTTON_OVER_MSG	Opcja ta jest dostêpna dopiero od 2. gwiazdy.
MC_POLY_BUTTON_OVER_MSG	Opcja ta jest dostêpna dopiero od 3. gwiazdy.
MC_POLY_FAIL	Nie mo¿esz siê transformowaæ.
MC_POLY_QUESTION	Czy chcesz siê transformowaæ w tego potwora?
MC_PROMOTION_MAX	Nie mo¿esz ju¿ przeprowadziæ ulepszenia.
MC_PROMOTION_QUESTION	Chcesz zwiêkszyæ poziom?
MC_QUESTION_BUTTON_DESC1	Reset jest mo¿liwy tylko 6 razy w ci¹gu 24 godzin.
MC_QUESTION_BUTTON_DESC2	Ka¿dy kolejny reset wymaga wiêcej kart resetu.
MC_QUESTION_BUTTON_DESC3	Kliknij tutaj, by wyœwietli³ siê pozosta³y czas regeneracji.
MC_REWARD_FAIL	Masz za ma³o miejsca w ekwipunku.
MC_REWARD_MISSION	Czy chcesz teraz otrzymaæ swoj¹ kartê potwora?
MC_SHUFFLE_NO_ITEM	Nie masz karty resetu.
MC_TIME	Czas regeneracji: %s
MC_TRADE_QUESTION	Odjête karty: %d Czy chcesz kontynuowaæ?
MC_USE_ITEM_FAIL	Nie mo¿na dodaæ tej karty.
MC_USE_ITEM_QUESTION	Czy chcesz dodaæ tê kartê potwora?
MC_WARP_BUTTON_OVER_MSG	Opcja ta jest dostêpna dopiero od 4. gwiazdy.
MC_WARP_FAIL	Nie mo¿esz ju¿ siê teleportowaæ.
MC_WARP_LIMIT_LEVEL	Aktualnie masz za niski poziom, by móc siê teleportowaæ.
MC_WARP_QUESTION	Czy chcesz siê teleportowaæ to obszaru tego potwora?
MD_POPUP_MSG_1	Mo¿esz wejœæ tylko ze Œwi¹tyni Zodiaku.
MD_POPUP_MSG_2	Stra¿nicy Zodiaku musz¹ zregenerowaæ swoj¹ moc.\nDaj im trochê czasu.
MD_SYSTEM_MSG_1	Nie jesteœ zombie. Gdy jesteœ martwy, nie mo¿esz walczyæ.
MEDAL_OF_HONOR	Medal Mêstwa
MEDAL_OF_HONOR_SYSTEM_PICK	Otrzymany przedmiot: Medal Mêstwa x %d
MESSENGER_ADD_BLOCK_FRIEND	Dodaj
MESSENGER_ADD_FRIEND	Dodaj Przyjaciela
MESSENGER_BLOCK	Zablokowany
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_1	%s doda³ Ciê jako przyjaciela.
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_2	Zaakceptowaæ?
MESSENGER_DO_YOU_DELETE	Usun¹æ?
MESSENGER_DO_YOU_DELETE_PHONE_NUMBER	Czy chcesz usun¹æ numer telefonu komórkowego?
MESSENGER_DO_YOU_MOVE	Czy chcesz kontynuowaæ?
MESSENGER_EMPTY_LIST	Pusto
MESSENGER_FAMILY	Rodzina
MESSENGER_FRIEND	Znajomi
MESSENGER_GUILD	Gildia
MESSENGER_INPUT_MOBILE_AUTHORITY_DESCRIPTION	WprowadŸ numer potwierdzaj¹cy, który zosta³ wys³any na twój telefon komórkowy.
MESSENGER_INPUT_MOBILE_AUTHORITY_TITLE	WprowadŸ numer potwierdzaj¹cy
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_1	WprowadŸ numer telefonu komórkowego do wysy³ania wiadomoœci tekstowych.
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_2	Czy chcesz teraz wprowadziæ numer?
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_TITLE	WprowadŸ numer telefonu komórkowego.
MESSENGER_SEND_MOBILE_MESSAGE_TITLE	Wyœlij wiadomoœæ.
METIN_TEST	
MINIGAMEUI_CALENDAR	Kalendarz eventowy
MINIGAME_FISH_EVENT_ADD_ACCEPT	Chcesz to dodaæ?
MINIGAME_FISH_EVENT_DROP_ACCEPT	Czy na pewno chcesz upuœciæ ten przedmiot?
MINIGAME_FISH_EVENT_REWARD_MSG	Otrzymujesz: %s.
MINIGAME_FISH_EVENT_USE_ACCEPT	Chcesz to u¿yæ?
MINIMAP	Otwórz Mini Mapê
MINIMAP_CANNOT_SEE	Nie mo¿na zobaczyæ Mini Mapy.
MINIMAP_CAN_NOT_SHOW_AREAMAP	Podgl¹d Mapy nie mo¿e zostaæ ukazany.
MINIMAP_DEC_SCALE	Oddal
MINIMAP_INC_SCALE	Przybli¿
MINIMAP_OBSERVER_COUNT	%d obserwatorów
MINIMAP_OPEN_INGAMEEVENT	Eventy
MINIMAP_SHOW_AREAMAP	Otwórz Du¿¹ Mapê
MINI_GAME_BNW_DONATE_QUESTION1	Czy chcesz wp³aciæ?
MINI_GAME_BNW_DONATE_QUESTION2	Jedna wp³ata zu¿ywa 15 monet proroka.
MINI_GAME_BNW_FONT	Arial:15
MINI_GAME_BNW_GAME_GIVEUP_MSG1	Czy na pewno chcesz przerwaæ grê?
MINI_GAME_BNW_GAME_GIVEUP_MSG2	Pamiêtaj o tym, gdy wygrasz, otrzymasz nagrody.
MINI_GAME_BNW_GAME_RESULT_DRAW	Remis! Iloœæ otrzymanych monet proroka: %d
MINI_GAME_BNW_GAME_RESULT_LOSE	Pora¿ka! Iloœæ otrzymanych monet proroka: %d
MINI_GAME_BNW_GAME_RESULT_SCORE	Wynik koñcowy: %d
MINI_GAME_BNW_GAME_RESULT_WIN	Zwyciêstwo! Iloœæ otrzymanych monet proroka: %d
MINI_GAME_BNW_NOT_ENOUGH_INVEN	Masz za ma³o miejsca w ekwipunku.
MINI_GAME_BNW_NOT_ENOUGH_ITEM	Potrzebujesz do grania taliê kart tarota.
MINI_GAME_BNW_NOT_ENOUGH_YANG	Za ma³o Yang, by rozpocz¹æ grê.
MINI_GAME_BNW_RESULT_DRAW1	Twoja kart jest tak samo silna.
MINI_GAME_BNW_RESULT_DRAW2	Remis!
MINI_GAME_BNW_RESULT_LOSE1	Twoja karta jest s³absza.
MINI_GAME_BNW_RESULT_LOSE2	Pora¿ka!
MINI_GAME_BNW_RESULT_WIN1	Twoja karta jest silniejsza.
MINI_GAME_BNW_RESULT_WIN2	Zwyciêstwo!
MINI_GAME_BNW_START_QUESTION	Aby zagraæ potrzebujesz 30 000 Yang i taliê kart tarota. Czy chcesz wzi¹æ udzia³ w Bitwie Proroków?
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP1	Jeœli u¿yjesz kilku przedmiotów: %s, otrzymasz w nagrodê liczbê skrzyñ odpowiadaj¹c¹ liczbie u¿ytych talii.
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP2	Maksymalna liczba talii królewskich, których mo¿na u¿yæ: %d.
MINI_GAME_CATCHKING_HELP_MSG1	Wielka szkoda! Twoja karta jest ni¿sza.\nNie otrzymujesz punktów. Wybierz now¹ kartê ze swojej talii.
MINI_GAME_CATCHKING_HELP_MSG2	Dobra robota! Karty maj¹ tê sam¹ wartoœæ.\n To koniec twojej kolejki. Wybierz now¹ kartê ze swojej talii.
MINI_GAME_CATCHKING_HELP_MSG3	Znakomicie! Twoja karta jest wy¿sza.\nOdkryj kolejn¹ kartê.
MINI_GAME_CATCHKING_HELP_MSG4	Karta [5] le¿a³a w zasiêgu twojej odkrytej karty.\nNiestety nie otrzymujesz ¿adnych punktów. Wybierz teraz swojego króla [K].
MINI_GAME_CATCHKING_POPUP_CATCH_FAIL	Król uciek³! Gra dobieg³a koñca. \nJe¿eli masz co najmniej 10 punktów, mo¿esz odebraæ swoj¹ wygran¹.
MINI_GAME_CATCHKING_POPUP_REWARD_FAIL	Nie mo¿esz odebraæ wygranej.
MINI_GAME_CATCHKING_SEARCH_NUMBER5	W pobli¿u jest [5].
MINI_GAME_CATCHKING_START_QUESTION	Za tê rundê zap³acisz: %d Yang oraz %s: %d szt.\nCzy chcesz teraz zagraæ?
MINI_GAME_CATCHKING_TOOLTIP_CARD1	Mo¿e schwytaæ nastêpuj¹ce karty: [1]
MINI_GAME_CATCHKING_TOOLTIP_CARD2	Mo¿e schwytaæ nastêpuj¹ce karty: [1], [2]
MINI_GAME_CATCHKING_TOOLTIP_CARD3	Mo¿e schwytaæ nastêpuj¹ce karty: [1], [2], [3]
MINI_GAME_CATCHKING_TOOLTIP_CARD4	Mo¿e schwytaæ nastêpuj¹ce karty: [1], [2], [3], [4]
MINI_GAME_CATCHKING_TOOLTIP_CARD5	Mo¿e schwytaæ nastêpuj¹ce karty: [1], [2], [3], [4], [5]\nJe¿eli inna [5] bêdzie graniczyæ z twoj¹ odkryt¹ kart¹,\n rozdanie zakoñczy siê i nie otrzymasz ¿adnych punktów.
MINI_GAME_CATCHKING_TOOLTIP_CARD6	Mo¿e schwytaæ nastêpuj¹ce karty: [K]
MINI_GAME_CATCHKING_TOOLTIP_SCORE1	%s: 550 lub wiêcej
MINI_GAME_CATCHKING_TOOLTIP_SCORE2	%s: 400 do 549
MINI_GAME_CATCHKING_TOOLTIP_SCORE3	%s: 10 do 399
MINI_GAME_CATCHKING_TOOLTIP_SCORE4	Jeœli odkryjesz wszystkie karty w rzêdzie, otrzymasz 10 dodatkowych punktów.
MINI_GAME_GIVEUP_QUESTION	Na pewno chcesz przerwaæ grê? Nie otrzymasz wtedy nagrody.
MINI_GAME_NOTICE_1	Kliknij na "Rzuæ", by ustaliæ, kto zacznie.
MINI_GAME_NOTICE_10	Ha! Uda³o ci siê zbiæ komputer!
MINI_GAME_NOTICE_11	Co za pech! Komputer ciê zbi³.
MINI_GAME_NOTICE_12	Uda³o ci siê wyrzuciæ Yut lub Mo i otrzymujesz dodatkowy ruch.
MINI_GAME_NOTICE_13	Gra dobieg³a koñca. Odbierz swoj¹ nagrodê.
MINI_GAME_NOTICE_2	Rzuæ pa³eczkami Yut.
MINI_GAME_NOTICE_3	Komputer rzuca pa³eczkami Yut, by ustaliæ, kto zacznie grê.
MINI_GAME_NOTICE_4	Komputer osi¹gn¹³ ni¿szy lub taki sam wynik i mo¿e zaczynaæ.
MINI_GAME_NOTICE_5	Uda³o ci siê osi¹gn¹æ ni¿szy wynik, wiêc mo¿esz zaczynaæ.
MINI_GAME_NOTICE_6	Twój rzut: %s. Posuñ siê o nastêpuj¹c¹ liczbê pól: %d.
MINI_GAME_NOTICE_7	Twój rzut: %s. Musisz cofn¹æ siê o 1 pole.
MINI_GAME_NOTICE_8	Rzut: %s
MINI_GAME_NOTICE_9	Trwa kolejka komputera.
MINI_GAME_YUTNORI_COM_WIN	Czasami siê przegrywa, a czasami wygrywaj¹ inni.
MINI_GAME_YUTNORI_PC_WIN	I am the czempion!
MINI_GAME_YUTNORI_PC_WIN_SCORE	Punktacja: %d
MINI_GAME_YUTNORI_RETHROW_BUTTON	Rzuæ
MINI_GAME_YUTNORI_RETHROW_POPUP	Ale fart! Mo¿esz rzuciæ jeszcze raz.
MINI_GAME_YUTNORI_SCORE_FONT	Tahoma:24b
MINI_GAME_YUTNORI_START_QUESTION	Aby zagraæ w Yutnori, potrzebujesz %d Yang i %d planszê do Yutnori. \n Chcesz zagraæ teraz?
MINUTE	m
MISTS_ISLAND_BUFF_MSG_01	Energia +2
MISTS_ISLAND_BUFF_MSG_02	Szanse na drop przedmiotu +10%
MISTS_ISLAND_BUFF_MSG_03	Si³a, inteligencja, witalnoœæ, zrêcznoœæ +3
MISTS_ISLAND_BUFF_MSG_04	Szansa na drop Yang +10%
MISTS_ISLAND_BUFF_MSG_05	Bonus kostiumu zwiêkszony o 3%
MISTS_ISLAND_INFO_01	Masz za niski poziom.
MISTS_ISLAND_INFO_02	Za ma³o Yang.
MISTS_ISLAND_INFO_03	Obecnie nie odbywa siê ¿adna bitwa.
MISTS_ISLAND_MSG_01	%s zosta³ zniszczony przez %s!
MISTS_ISLAND_MSG_02	%s podbi³ %s!
MISTS_ISLAND_MSG_03	%s zaj¹³ %s!
MISTS_ISLAND_MSG_04	%s zaatakowa³ %s!
MISTS_ISLAND_MSG_05	%s wzmocni³a %s do poziomu %d!
MISTS_ISLAND_MSG_06	%s pojawi³ siê na bolu bitwy!
MISTS_ISLAND_QUESTION_01	Czy chcesz opuœciæ Bitwê Piêciu Relikwiarzy?
MISTS_ISLAND_QUESTION_02	Czy chcesz siê teleportowaæ do niedawno zaatakowanego relikwiarza? \n Koszt: %s Yang
MISTS_ISLAND_TOOLTIP_01	[%s]
MISTS_ISLAND_TOOLTIP_02	Zajmowane królestwo: %s
MISTS_ISLAND_TOOLTIP_03	Poziom ulepszenia: +%d
MISTS_ISLAND_TOOLTIP_04	Buff zajêcia: %s
MISTS_ISLAND_TOOLTIP_05	Podbijanie relikwiarzy
MISTS_ISLAND_TOOLTIP_06	1. Aby przej¹æ relikwiarz, nale¿y go najpierw zniszczyæ.
MISTS_ISLAND_TOOLTIP_07	2. Królestwo, które po 1 min. stoczy³o najwiêcej walk w pobli¿u, podbija relikwiarz.
MISTS_ISLAND_TOOLTIP_08	3. Po 3 min. pojawia siê relikwiarz w kolorze królestwa, które go podbi³o.
MISTS_ISLAND_TOOLTIP_09	4. Im d³u¿ej relikwiarz jest pod kontrol¹ królestwa, tym trudniej go zniszczyæ.
MONETARY_UNIT0	Yang
MONETARY_UNIT1	Dziesiêæ Tysiêcy
MONETARY_UNIT2	Sto Miliardów
MONEY_INPUT_DIALOG_SELLPRICE	Cena sprzeda¿y:
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Anuluj
MOVE_CHANNEL_NOTICE	Jesteœ po³¹czony z kana³em %d.
MOVE_CHANNEL_NOT_MOVE	Nie mo¿esz zmieniæ swojego kana³u.
MOVE_CHANNEL_SELECT	OK
MOVE_CHANNEL_TITLE	Wybór kana³u
MOVE_ITEM_FAILURE_PRIVATE_SHOP	Nie mo¿esz przesuwaæ przedmiotów, jeœli masz otwarty prywatny sklep.
MUSIC_EMPTY_MUSIC_LIST	Brak muzyki w tle.
MUSIC_METIN2_DEFAULT_THEMA	Standardowa muzyka Metin2
MUSIC_NOT_SELECT_MUSIC	Plik z muzyk¹ nie zosta³ wybrany.
NEEFD_REST	Musisz najpierw odpocz¹æ.
NOT_YET_SUPPORT	Nie jest obs³ugiwany
OPEN_THE_SPECIAL_ACTION_KIT	%s dodano do emocji.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	Aby aktywowaæ ten tryb musisz nale¿eæ do jakiejœ Gildii.
OPTION_PVPMODE_NOT_SUPPORT	Nie mo¿esz wybraæ tej konfiguracji w Trybie PvP.
OPTION_PVPMODE_PROTECT	Musisz mieæ co najmniej %d poziom, aby móc zmieniæ tryb PvP.
PARTY_ANSWER_TIMEOVER	Zaproszenie zosta³o odrzucone.
PARTY_BONUS_ATTACKER	Wartoœæ Ataku: +%d	SA
PARTY_BONUS_BERSERKER	Szybkoœæ Ataku: +%d	SA
PARTY_BONUS_BUFFER	Czas Trwania: +%d	SA
PARTY_BONUS_DEFENDER	Obrona +%d%%	SA
PARTY_BONUS_EXP	Bonus DOŒ: %d%%	SA
PARTY_BONUS_SKILL_MASTER	Regeneracja P¯ za uœmiercenie +%d%%	SA
PARTY_BONUS_TANKER	Max P¯: +%d	SA
PARTY_BREAK_UP	Usuñ Grupê
PARTY_DO_YOU_ACCEPT	 chce do³¹czyæ do grupy.
PARTY_DO_YOU_JOIN	,  zaprasza Ciê do swojej grupy. Czy chcesz przyj¹æ zaproszenie?
PARTY_EXP_DISTRIBUTION_MODE	Podzia³ DOŒ
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	zale¿y od poziomu
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Cz³onkowie grupy o wy¿szym poziomie otrzymuj¹ wiêcej PD.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	równo
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Wszyscy otrzymuj¹ tak¹ sam¹ iloœæ PD.
PARTY_HEAL_ALL_MEMBER	Odnów wszystko.
PARTY_INCREASE_AREA_150	Zasiêg grupy zwiêkszony o wspó³czynnik 1,5.	SNA
PARTY_INCREASE_AREA_200	Zasiêg grupy zwiêkszony o wspó³czynnik 2.	SNA
PARTY_LEAVE	Opuœæ grupê
PARTY_LONGTIME_BONUS_EXP	Bonus DOŒ za d³ug¹ grê grupow¹: +%d%%	SA
PARTY_MATCH_CANCEL	Wyszukiwanie grupy do [%s] zosta³a anulowana.
PARTY_MATCH_FAIL_FULL_MEMBER	Twoja grupa nie mo¿e przyj¹æ wiêcej cz³onków.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	Nie mo¿esz zarejestrowaæ siê do tego lochu.
PARTY_MATCH_FAIL_LEVEL	Masz za niski poziom.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	Cz³onek %s nie spe³nia wymagañ.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Wybierz najpierw loch.
PARTY_MATCH_FAIL_NOT_LEADER	Tylko lider grupy mo¿e przeprowadziæ rejestracjê.
PARTY_MATCH_FAIL_NO_ITEM	Masz za ma³o %s.
PARTY_MATCH_SEARCHING	Szukaj
PARTY_MATCH_START	Twoja grupa zosta³a pomyœlnie zarejestrowana do lochu: [%s]!
PARTY_MEMBER_OFFLINE	[Offline]
PARTY_RECALL_MEMBER	Wezwij cz³onka grupy.
PARTY_REGEN_BONUS	Bonus za P¯- + PE regeneracja: +%d%%	SA
PARTY_REQUEST_DENIED	Odrzucono zaproszenie.
PARTY_RK_CATEGORY_CZ_CHICKEN	Ranking Stra¿nika Yu
PARTY_RK_CATEGORY_CZ_COW	Ranking Stra¿nika Chou
PARTY_RK_CATEGORY_CZ_DOG	Ranking Stra¿nika Xu
PARTY_RK_CATEGORY_CZ_DRAGON	Ranking Stra¿nika Chen
PARTY_RK_CATEGORY_CZ_HORSE	Ranking Stra¿nika Wu
PARTY_RK_CATEGORY_CZ_MONKEY	Ranking Stra¿nika Shen
PARTY_RK_CATEGORY_CZ_MOUSE	Ranking Stra¿nika Zi
PARTY_RK_CATEGORY_CZ_PIG	Ranking Stra¿nika Hai
PARTY_RK_CATEGORY_CZ_RABBIT	Ranking Stra¿niczki Mao
PARTY_RK_CATEGORY_CZ_SHEEP	Ranking Stra¿nika Wei
PARTY_RK_CATEGORY_CZ_SNAKE	Ranking Stra¿niczki Si
PARTY_RK_CATEGORY_CZ_TIGER	Ranking Stra¿nika Yin
PARTY_SET_ATTACKER	Ustanów jako Atakuj¹cego.
PARTY_SET_BERSERKER	Ustanów jako Berserker.
PARTY_SET_BUFFER	Ustanów jako Blokuj¹cego.
PARTY_SET_DEFENDER	Ustanów jako Obroñcê.
PARTY_SET_NORMAL	Wycofaj bonus.
PARTY_SET_SKILL_MASTER	Ustanów jako Mistrza Umiejêtnoœci.
PARTY_SET_TANKER	Ustanów jako Walcz¹cego W Zwarciu.
PARTY_SKILL_ATTACKER	Podstawowa Wartoœæ Ataku +%.0f
PARTY_SKILL_BERSERKER	Szybkoœæ Ataku +%.0f
PARTY_SKILL_BUFFER	Czas trwania +%.0f
PARTY_SKILL_DEFENDER	Obrona jako obroñca +%.0f%%
PARTY_SKILL_HP_REGEN	Regeneracja P¯ +%.0f%%
PARTY_SKILL_PARTY_AREA	Zasiêg Grupy +%d%%
PARTY_SKILL_SKILL_MASTER	Regeneracja P¯ jako Mistrza Umiejêtnoœci +%.0f%%
PARTY_SKILL_SP_REGEN	Regeneracja PE +%.0f%%
PARTY_SKILL_TANKER	Max P¯ +%.0f
PARTY_SKILL_WARP	Mo¿liwe wezwanie cz³onków grupy.
PASSIVE_ATTR_ADD_FAIL	Pora¿ka! Bonusy nie zosta³y przeniesione na relikt duszy.
PASSIVE_ATTR_ADD_FAIL_MAX_ATTR	Relikt duszy nie mo¿e absorbowaæ wiêcej bonusów.
PASSIVE_ATTR_ADD_FAIL_NOT_ENOUGH_JOB_ITEM	Potrzebujesz do tego relikt duszy twojej klasy.
PASSIVE_ATTR_ADD_SUCCESS	Sukces! Bonusy zosta³y przeniesione na relikt duszy.
PASSIVE_ATTR_CHARGE_FAIL_FULL_TIME	Relikt duszy jest ju¿ na³adowany.
PASSIVE_ATTR_CHARGE_FAIL_NOT_ENOUGH_JOB_ITEM	Nie musi byæ na³adowany ¿aden relikt duszy.
PASSIVE_ATTR_CHARGE_QUESTION	Czy chcesz na³adowaæ relikt duszy?
PASSIVE_ATTR_CHARGE_SUCCESS_MSG	Czas reliktu zosta³ ca³kowicie na³adowany.
PASSIVE_ATTR_CONTROL_FAIL_MSG	W trakcie aktywacji nie mo¿esz tego zrobiæ.
PASSIVE_ATTR_COOLTIME_FAIL_MSG	Spróbuj ponownie póŸniej.
PASSIVE_ATTR_NOT_ENOUGH_SUB_ITEM	Potrzebujesz do tego odpowiedni¹ duszê.
PASSIVE_JOB_ACTIVATE_FAIL_NOT_FOUND_ITEM	Potrzebujesz do tego relikt duszy twojej klasy.
PASSIVE_JOB_DESTROY_POPUP	Jeœli od³o¿ysz relikt duszy, zostanie on zniszczony. Czy na pewno chcesz tego?
PASSIVE_JOB_FIRST_ACTIVATE_POPUP1	Po aktywacji nie mo¿esz przekazaæ ju¿ reliktu.
PASSIVE_JOB_FIRST_ACTIVATE_POPUP2	Przy tym tracisz przedmioty. Czy na pewno chcesz tego?
PASSIVE_JOB_LEFT_TIME	Pozosta³y czas: %s
PASSIVE_JOB_MAX_TIME	Maksymalny czas reliktu: %s
PASSWORD_TITLE	Has³o do magazynu
PET_ATTR_CHANGE_DIALOG_TEXT	Czy chcesz teraz zmieniæ atrybuty swojego zwierzaka?\n Przedmiot "Zaczaruj zwierzaka" zostanie przy tym zu¿yty.\n Proces mo¿e siê nie udaæ.
